0 50 496705.6
0 60 588619.0
0 70 683825.6
0 80 784345.8
0 90 894477.0
0 100 990647.4
0 110 1084574.0
1 50 497556.4
1 60 575995.4
1 70 670705.0
1 80 761510.4
1 90 851488.8
1 100 965603.4
1 110 1051022.0
2 50 480274.2
2 60 564244.0
2 70 666893.6
2 80 750233.0
2 90 865019.0
2 100 984581.4
2 110 1088547.6
3 50 483545.4
3 60 556068.4
3 70 669427.6
3 80 846009.4
3 90 883046.4
3 100 937869.4
3 110 1030553.4
4 50 455850.2
4 60 605812.8
4 70 714140.4
4 80 725927.6
4 90 899527.0
4 100 982225.2
4 110 1045002.4
5 50 509467.0
5 60 576352.8
5 70 676770.2
5 80 791897.0
5 90 869979.0
5 100 919960.0
5 110 1021613.6
6 50 494940.2
6 60 556740.4
6 70 676220.4
6 80 736308.8
6 90 821167.6
6 100 916080.4
6 110 997734.2
7 50 450599.8
7 60 585896.6
7 70 645437.6
7 80 743971.0
7 90 823400.4
7 100 901993.6
7 110 1010715.6
8 50 495822.8
8 60 551769.4
8 70 636199.2
8 80 779459.4
8 90 819791.6
8 100 935386.2
8 110 1014811.4
9 50 470527.4
9 60 552382.2
9 70 670633.0
9 80 726986.8
9 90 825300.0
9 100 941593.4
9 110 1139089.4
