50 0 152416.5
50 1 137267.0
50 2 140580.0
50 3 141886.5
50 4 130922.0
50 5 132063.5
50 6 129078.5
50 7 128604.5
50 8 129225.0
50 9 132078.5
60 0 188059.5
60 1 163813.0
60 2 170112.5
60 3 155647.0
60 4 161095.0
60 5 155600.0
60 6 154291.5
60 7 156850.0
60 8 157735.5
60 9 151783.0
70 0 208902.5
70 1 190419.0
70 2 197619.0
70 3 186502.5
70 4 186309.5
70 5 181446.5
70 6 180905.5
70 7 182961.0
70 8 179303.0
70 9 190572.0
80 0 232352.8
80 1 222571.6
80 2 214102.2
80 3 213252.4
80 4 207024.2
80 5 206041.0
80 6 214909.2
80 7 202727.8
80 8 218017.0
80 9 215423.2
90 0 250597.6
90 1 239596.4
90 2 230575.4
90 3 232703.2
90 4 226783.6
90 5 235493.0
90 6 227989.8
90 7 240757.0
90 8 235725.0
90 9 234033.0
100 0 259587.8
100 1 249660.0
100 2 248226.6
100 3 248278.0
100 4 246562.6
100 5 249673.4
100 6 251643.0
100 7 251224.2
100 8 250625.6
100 9 247677.2
110 0 261988.2
110 1 254006.0
110 2 253190.8
110 3 255256.4
110 4 254742.8
110 5 253993.4
110 6 255255.0
110 7 255012.8
110 8 254350.8
110 9 254482.4
