50 0 8.54549335952
50 1 8.10041786217
50 2 7.13040052532
50 3 6.52022882283
50 4 6.50601433787
50 5 6.17545287132
50 6 7.67400500516
50 7 6.87634844615
50 8 7.63902955991
60 0 7.98629344081
60 1 7.51669383356
60 2 6.60973421861
60 3 6.21442355879
60 4 6.08846438058
60 5 7.61145423367
60 6 6.88042673581
60 7 6.7262183169
60 8 6.65243575506
70 0 7.21024008979
70 1 6.63710044691
70 2 5.74266492078
70 3 5.42191282268
70 4 6.66691514791
70 5 6.56386356404
70 6 6.10620072373
70 7 6.55302617025
70 8 5.83933859739
80 0 5.82371844092
80 1 4.87646410903
80 2 4.12661764673
80 3 5.6319188039
80 4 5.31134640469
80 5 5.27895461844
80 6 5.20191308802
80 7 4.93529620453
80 8 4.86226475635
90 0 4.07449299438
90 1 3.3842497614
90 2 3.16625178005
90 3 3.88001679483
90 4 3.88428227685
90 5 3.8157946851
90 6 3.40580990134
90 7 3.25869572155
90 8 3.50311030106
100 0 2.63033555022
100 1 2.21593683082
100 2 2.69570192678
100 3 2.69396372464
100 4 2.69401831773
100 5 2.50309627597
100 6 2.30138192826
100 7 2.19468162344
100 8 2.5817005348
110 0 1.76310622108
110 1 1.31652873704
110 2 2.09135143073
110 3 1.91719643951
110 4 1.85859027717
110 5 1.4199776454
110 6 1.32788886681
110 7 1.53680973297
110 8 2.20342810282
