50 0 108860.25
50 1 111376.75
50 2 119908.25
50 3 100521.75
50 4 93495.0
50 5 124131.25
50 6 95273.25
50 7 99233.25
50 8 105673.5
50 9 110849.5
60 0 129527.5
60 1 139533.0
60 2 132615.0
60 3 106843.25
60 4 149111.25
60 5 113725.0
60 6 121423.0
60 7 132335.0
60 8 132881.25
60 9 129381.75
70 0 151745.75
70 1 163779.5
70 2 140237.5
70 3 156925.25
70 4 140834.5
70 5 139751.75
70 6 153644.0
70 7 152440.5
70 8 150854.75
70 9 141508.75
80 0 176305.8
80 1 187520.0
80 2 145988.4
80 3 186414.0
80 4 155638.6
80 5 171437.2
80 6 172979.6
80 7 172056.4
80 8 159331.0
80 9 156279.0
90 0 197084.0
90 1 201658.0
90 2 179723.75
90 3 185156.75
90 4 184731.0
90 5 195824.25
90 6 192476.0
90 7 179661.75
90 8 173079.25
90 9 157838.5
100 0 216856.5
100 1 212605.75
100 2 209832.5
100 3 191636.5
100 4 211276.0
100 5 215331.75
100 6 202811.75
100 7 193453.75
100 8 175061.75
100 9 189495.0
110 0 236741.2
110 1 216048.8
110 2 226894.4
110 3 217452.2
110 4 230289.4
110 5 232319.6
110 6 211941.2
110 7 194326.8
110 8 206190.0
110 9 218224.4
