0 50 2060770.5
0 60 2506573.0
0 70 2882424.0
0 80 3295286.8
0 90 3745321.0
0 100 4168938.2
0 110 4579480.4
1 50 2040388.5
1 60 2415733.5
1 70 2803699.5
1 80 3218188.2
1 90 3638423.4
1 100 4088330.8
1 110 4483090.6
2 50 1976713.5
2 60 2449417.0
2 70 2917907.5
2 80 3277661.0
2 90 3674960.6
2 100 4084561.6
2 110 4559540.2
3 50 2105311.5
3 60 2426342.0
3 70 2840448.5
3 80 3384263.8
3 90 3746179.4
3 100 4103491.6
3 110 4452612.2
4 50 1992627.5
4 60 2511885.0
4 70 2928788.0
4 80 3232907.0
4 90 3637160.8
4 100 4022733.2
4 110 4366888.8
5 50 2091112.0
5 60 2483777.5
5 70 2828011.5
5 80 3218407.2
5 90 3579114.4
5 100 3953609.8
5 110 4419015.2
6 50 2087599.0
6 60 2430371.0
6 70 2811737.5
6 80 3154586.0
6 90 3585375.4
6 100 4056340.8
6 110 4463381.6
7 50 2018532.5
7 60 2409123.5
7 70 2753551.0
7 80 3213308.8
7 90 3646806.4
7 100 4076591.2
7 110 4481955.6
8 50 2016304.5
8 60 2377053.5
8 70 2805846.5
8 80 3241143.4
8 90 3702356.4
8 100 4058151.8
8 110 4460027.8
9 50 2010308.5
9 60 2381001.0
9 70 2854276.0
9 80 3278875.8
9 90 3638055.8
9 100 4044088.6
9 110 4491155.8
