0 50 543554.5
0 60 655423.25
0 70 765317.5
0 80 880553.2
0 90 992820.5
0 100 1094831.25
0 110 1210291.4
1 50 539854.0
1 60 646990.0
1 70 811928.25
1 80 893045.2
1 90 1023590.0
1 100 1160902.25
1 110 1376695.4
2 50 554704.0
2 60 697708.0
2 70 834411.25
2 80 908438.8
2 90 995453.25
2 100 1096993.25
2 110 1252227.4
3 50 603377.5
3 60 665563.5
3 70 753504.0
3 80 931366.8
3 90 1064654.25
3 100 1217056.25
3 110 1210952.2
4 50 534010.75
4 60 675902.0
4 70 837452.0
4 80 914858.0
4 90 959442.75
4 100 1035627.0
4 110 1183424.4
5 50 564047.0
5 60 719736.0
5 70 774410.0
5 80 822293.4
5 90 943679.5
5 100 1062738.75
5 110 1201063.2
6 50 603824.5
6 60 659254.5
6 70 718699.75
6 80 875647.0
6 90 1033442.0
6 100 1103598.25
6 110 1217382.6
7 50 566800.25
7 60 614092.75
7 70 757739.0
7 80 928082.8
7 90 976668.75
7 100 1031015.5
7 110 1137950.4
8 50 510436.5
8 60 631047.25
8 70 756540.75
8 80 863101.2
8 90 935861.5
8 100 1030445.25
8 110 1158342.4
9 50 525251.5
9 60 644864.75
9 70 776074.25
9 80 869613.0
9 90 982664.25
9 100 1103641.75
9 110 1182252.6
