50 0 113629.4
50 1 109162.0
50 2 110946.0
50 3 124814.8
50 4 114335.0
50 5 117081.2
50 6 120546.8
50 7 112257.2
50 8 113131.6
50 9 114456.6
60 0 134394.6
60 1 130042.2
60 2 143447.4
60 3 142122.8
60 4 139595.4
60 5 143960.0
60 6 135576.6
60 7 131929.6
60 8 135904.2
60 9 133615.6
70 0 160670.4
70 1 150160.2
70 2 170734.2
70 3 161927.8
70 4 167680.6
70 5 158982.4
70 6 156506.4
70 7 154790.6
70 8 160254.4
70 9 162654.4
80 0 182698.8
80 1 176818.0
80 2 192561.6
80 3 185910.0
80 4 186232.8
80 5 178434.0
80 6 179148.2
80 7 184329.4
80 8 186168.6
80 9 208013.8
90 0 203947.8
90 1 206377.8
90 2 211543.2
90 3 212475.8
90 4 202126.4
90 5 200289.2
90 6 203645.2
90 7 209976.6
90 8 229457.4
90 9 195818.4
100 0 222261.2
100 1 232873.6
100 2 230016.2
100 3 230209.6
100 4 225792.0
100 5 220035.2
100 6 230508.2
100 7 246489.8
100 8 219238.2
100 9 205954.0
110 0 238660.6
110 1 251174.6
110 2 249680.2
110 3 245969.4
110 4 241087.6
110 5 245477.8
110 6 256010.8
110 7 240045.8
110 8 228330.0
110 9 222351.4
